date/time,settlement id,type,order id,sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,tax collection model,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
"Jul 9, 2021 9:39:47 PM PDT",14473492441,Order,113-0165933-6438627,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,MIAMI,FL,33166-2183,MarketplaceFacilitator,4.34,0.3,0,0,0,0,0,0,-0.3,-0.78,-2.16,0,0,1.4
"Jul 9, 2021 10:28:22 PM PDT",14473492441,Order,111-3234369-3949802,SML_BBs_0.20g_1K_Bio_Bag_WHT,"ARSUK Airsoft BB Pellets 6mm 0.20g High-Grade Paintball Softair Ammunition for BBS Air Rifles, Pistols, Guns, and Airsoft Magazines Bullets",1,amazon.com,Standard Orders,Amazon,DISTRICT HEIGHTS,MD,20747-4114,MarketplaceFacilitator,7.39,0.44,5.99,0.36,0,0,0,0,-0.8,-1.33,-8.59,0,0,3.46
"Jul 9, 2021 10:35:15 PM PDT",14473492441,Order,113-6601847-7764252,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,Hendersonville,TN,37075,MarketplaceFacilitator,4.19,0.39,0,0,0,0,0,0,-0.39,-0.76,-2.16,0,0,1.27
"Jul 10, 2021 1:30:07 AM PDT",14473492441,Order,113-5463331-2643443,EU_5xpp_SpeedLoader-155_BLK,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (155 Rd BB Loader Black),1,amazon.com,Standard Orders,Amazon,EVERETT,WA,98203-3607,MarketplaceFacilitator,7.29,0.71,0,0,0,0,0,0,-0.71,-1.31,-3.47,0,0,2.51
"Jul 10, 2021 2:21:18 AM PDT",14473492441,Order,114-2595473-5416205,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,Charlotte,NC,28277,MarketplaceFacilitator,4.49,0.33,0,0,0,0,0,0,-0.33,-0.43,-3.47,0,0,0.59
"Jul 10, 2021 3:04:16 AM PDT",14473492441,Order,113-5114495-9727443,EU_neck&Desk_MAGNIFIER-MG11B-1,"ARSUK Magnifying Magnifier Glass, LED Lighted Hands-Free Neck and Desk with Light Stand for Reading Needlework Hobby Jewelry Repair Cross Stitch Art C",1,amazon.com,Standard Orders,Amazon,GREENVILLE,OH,45331-9303,MarketplaceFacilitator,13.99,1.01,0,0,0,0,0,0,-1.01,-2.52,-3.64,0,0,7.83
"Jul 10, 2021 7:14:39 AM PDT",14473492441,Order,112-0256624-1983435,EU_neck&Desk_MAGNIFIER-MG11B-1,"ARSUK Magnifying Magnifier Glass, LED Lighted Hands-Free Neck and Desk with Light Stand for Reading Needlework Hobby Jewelry Repair Cross Stitch Art C",1,amazon.com,Standard Orders,Amazon,PARMA HEIGHTS,OH,44130-4093,MarketplaceFacilitator,13.99,1.12,0,0,0,0,0,0,-1.12,-2.52,-3.64,0,0,7.83
"Jul 10, 2021 7:58:57 AM PDT",14473492441,Order,112-9523792-9292202,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,SOUTH WILLIAMSPORT,PA,17702-7458,MarketplaceFacilitator,6.39,0.38,5.99,0,0,0,-5.99,0,-0.38,-1.15,-2.35,0,0,2.89
"Jul 10, 2021 10:10:35 AM PDT",14473492441,Order,113-8413701-7264232,USA_TMI-1302-5_Red_Tweezer,"Slant Eyebrow Tweezers for Women - Professional Stainless Steel Tweezer, Best Tweezers for Eyebrows - Great Precision Facial Hair Remover, Ingrown Hai",1,amazon.com,Standard Orders,Amazon,DILLONVALE,OH,43917-9800,MarketplaceFacilitator,3.99,0.29,0,0,0,0,0,0,-0.29,-0.72,-2.7,0,0,0.57
"Jul 10, 2021 11:25:37 AM PDT",14473492441,Order,114-1294349-6687410,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,PRINCETON,TX,75407-2738,MarketplaceFacilitator,4.19,0.35,0,0,0,0,0,0,-0.35,-0.76,-2.16,0,0,1.27
"Jul 10, 2021 1:02:41 PM PDT",14473492441,Order,113-4792249-3420228,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,PORT ST JOE,FL,32456-4760,MarketplaceFacilitator,4.19,0.29,0,0,0,0,0,0,-0.29,-0.76,-2.16,0,0,1.27
"Jul 10, 2021 2:11:34 PM PDT",14473492441,Order,111-3938420-6533035,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,AUSTIN,TX,78727-7034,MarketplaceFacilitator,4.49,0.37,0,0,0,0,0,0,-0.37,-0.43,-3.47,0,0,0.59
"Jul 10, 2021 5:46:28 PM PDT",14473492441,Order,111-1768887-4153807,FBA_Speed-loader-90-pellets-TP-4X99,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (BB Loader 90 Transparent),1,amazon.com,Standard Orders,Amazon,WYLIE,TX,75098-8715,MarketplaceFacilitator,6.29,0.52,0,0,0,0,0,0,-0.52,-1.13,-2.7,0,0,2.46
"Jul 10, 2021 6:06:46 PM PDT",14473492441,Order,112-0960268-9828230,FBA_Cx7D_ARS207/TMI-1498_dental mirror,Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools (Dental M,1,amazon.com,Standard Orders,Amazon,VICTORVILLE,CA,92392-4851,MarketplaceFacilitator,3.99,0.35,0,0,0,0,0,0,-0.35,-0.38,-2.16,0,0,1.45
"Jul 10, 2021 7:13:55 PM PDT",14473492441,Order,111-0056488-3751406,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,Fort Worth,Texas,76164,MarketplaceFacilitator,6.39,0.53,0,0,0,0,0,0,-0.53,-1.15,-3.47,0,0,1.77
"Jul 10, 2021 7:35:36 PM PDT",14473492441,Order,114-1416785-3074651,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,REHOBOTH,MA,02769-1818,MarketplaceFacilitator,6.39,0.4,0,0,0,0,0,0,-0.4,-1.15,-3.47,0,0,1.77
"Jul 10, 2021 10:10:22 PM PDT",14473492441,Order,114-9583205-8691468,FBA_Cx7D_ARS207/TMI-1498_dental mirror,Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools (Dental M,1,amazon.com,Standard Orders,Amazon,GARDEN GROVE,CA,92843-4751,MarketplaceFacilitator,3.99,0.35,0,0,0,0,0,0,-0.35,-0.38,-2.16,0,0,1.45
"Jul 11, 2021 1:38:08 AM PDT",14473492441,Order,114-7530477-4065827,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,VICTORIA,TX,77901-3640,MarketplaceFacilitator,4.49,0.37,0,0,0,0,0,0,-0.37,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 1:50:08 AM PDT",14473492441,Order,111-5276081-2832227,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,NORTH LAS VEGAS,NV,89032-1441,MarketplaceFacilitator,4.19,0.35,0,0,0,0,0,0,-0.35,-0.76,-2.16,0,0,1.27
"Jul 11, 2021 2:16:33 AM PDT",14473492441,Order,114-2803126-7630622,USA_TMI-1302-5_Red_Tweezer,"Slant Eyebrow Tweezers for Women - Professional Stainless Steel Tweezer, Best Tweezers for Eyebrows - Great Precision Facial Hair Remover, Ingrown Hai",1,amazon.com,Standard Orders,Amazon,JAMESTOWN,NY,14701-5918,MarketplaceFacilitator,3.99,0.32,0.54,0.04,0,0,0,0,-0.36,-0.72,-3.24,0,0,0.57
"Jul 11, 2021 2:16:33 AM PDT",14473492441,Order,114-2803126-7630622,USA_TMI-1302-1_Purple_Tweezer,"Slant Eyebrow Tweezers for Women - Professional Stainless Steel Tweezer, Best Tweezers for Eyebrows - Great Precision Facial Hair Remover, Ingrown Hai",1,amazon.com,Standard Orders,Amazon,JAMESTOWN,NY,14701-5918,MarketplaceFacilitator,3.99,0.32,0.54,0.04,0,0,0,0,-0.36,-0.72,-3.24,0,0,0.57
"Jul 11, 2021 2:27:25 AM PDT",14473492441,Order,111-4839800-9109831,A0xpp_Code:3501-30-Brass_TH_Wall,ARSUK Paper Towel Kitchen Roll Tissue Holder Large Dispenser Rack Wall Mounted fits in a Cupboard or Under Cabinet Metal (Brass),1,amazon.com,Standard Orders,Amazon,MESA,AZ,85212-1464,MarketplaceFacilitator,4.99,0.41,0,0,0,0,0,0,-0.41,-0.9,-3.64,0,0,0.45
"Jul 11, 2021 4:37:20 AM PDT",14473492441,Order,113-1154529-9464215,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,FORNEY,TEXAS,75126-7459,MarketplaceFacilitator,6.39,0.53,0,0,0,0,0,0,-0.53,-1.15,-2.35,0,0,2.89
"Jul 11, 2021 7:24:54 AM PDT",14473492441,Order,113-7477270-2177053,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,evansville,IN,47720,MarketplaceFacilitator,4.19,0.29,0,0,0,0,0,0,-0.29,-0.76,-2.16,0,0,1.27
"Jul 11, 2021 8:12:38 AM PDT",14473492441,Order,112-0446375-7430620,FBA_Dx66_oe-Nail-Scissor-ARS037,ARSUK Nail Scissors Toe Cuticle Cutter Trimmer for Fingernails Men and Women Pedicure Beauty Tools Stainless Steel (Nail Scissors Style 3),1,amazon.com,Standard Orders,Amazon,GAINESVILLE,FL,32608-8455,MarketplaceFacilitator,4.39,0.31,0,0,0,0,0,0,-0.31,-0.42,-2.7,0,0,1.27
"Jul 11, 2021 8:21:15 AM PDT",14473492441,Order,114-7665526-9321806,FBA_4PP_10pc_Glow_inthedark_Marbles,ARSUK 10pcs Large Handmade Glow in The Dark Doted Style Glass Marbles Sports Toys & Outdoor (10 Pcs Glow in The Dark Marbles),1,amazon.com,Standard Orders,Amazon,Carlsbad,NM,88220,MarketplaceFacilitator,12.69,0.97,0,0,0,0,0,0,-0.97,-2.28,-3.64,0,0,6.77
"Jul 11, 2021 8:48:32 AM PDT",14473492441,Order,111-0871209-3862615,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,DECATUR,GA,30034-6729,MarketplaceFacilitator,4.34,0.35,0,0,0,0,0,0,-0.35,-0.78,-2.16,0,0,1.4
"Jul 11, 2021 10:25:17 AM PDT",14473492441,Order,114-4131483-5145843,Nail_curved_arrow_pointed_BxPP,ARSUK Nail Scissors Toe Cuticle Cutter Trimmer for Fingernails Men and Women Pedicure Beauty Tools Stainless Steel (Nail Scissors Style 6),1,amazon.com,Standard Orders,Amazon,PHOENIX,AZ,85023-2650,MarketplaceFacilitator,4.49,0.39,2.99,0.26,0,0,0,0,-0.65,-0.43,-5.69,0,0,1.36
"Jul 11, 2021 10:35:09 AM PDT",14473492441,Order,113-8727019-9808237,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,SAN LEANDRO,CA,94577-3210,MarketplaceFacilitator,4.49,0.48,0,0,0,0,0,0,-0.48,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 10:38:03 AM PDT",14473492441,Refund,113-2150007-9081812,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,HAMMONTON,NJ,08037-1617,MarketplaceFacilitator,-4.19,-0.28,0,0,0,0,0,0,0.28,0.6,0,0,0,-3.59
"Jul 11, 2021 11:12:02 AM PDT",14473492441,Order,112-2630469-8499437,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,STAMFORD,CT,06905-3946,MarketplaceFacilitator,4.49,0.29,0,0,0,0,0,0,-0.29,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 12:16:58 PM PDT",14473492441,Order,111-1896857-1313026,FBA-5xpp_Code:8049_Wooden_Handle,ARSUK Candle Snuffer Fire Extinguisher Solid Brass Nickel Wooden Candle Cover Tool to Safely Extinguish Candle Snuffer Candle Accessories (Wooden-Hand,1,amazon.com,Standard Orders,Amazon,CHICAGO,IL,60640-2223,MarketplaceFacilitator,9.09,0.93,0,0,0,0,0,0,-0.93,-1.63,-3.47,0,0,3.99
"Jul 11, 2021 2:30:46 PM PDT",14473492441,Order,112-2553482-6102603,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,HOUSTON,TX,77059-6407,MarketplaceFacilitator,4.19,0.35,0,0,0,0,0,0,-0.35,-0.76,-2.16,0,0,1.27
"Jul 11, 2021 2:57:04 PM PDT",14473492441,Order,111-1566410-1388239,FBA-USA-1197-Stork-Black-White,"Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Vintage stork style safety Needlework Cros",1,amazon.com,Standard Orders,Amazon,SACRAMENTO,CA,95823-6126,MarketplaceFacilitator,3.44,0.3,0,0,0,0,0,0,-0.3,-0.62,-2.7,0,0,0.12
"Jul 11, 2021 4:15:45 PM PDT",14473492441,Order,114-9274663-4335409,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,ELBERT,CO,80106-8938,MarketplaceFacilitator,4.49,0.23,0,0,0,0,0,0,-0.23,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 4:55:45 PM PDT",14473492441,Order,112-6795660-2408221,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,OVIEDO,FL,32766,MarketplaceFacilitator,4.19,0.29,0,0,0,0,0,0,-0.29,-0.76,-2.16,0,0,1.27
"Jul 11, 2021 6:35:17 PM PDT",14473492441,Order,113-0387247-8702619,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,WATERFORD,WI,53185-2704,MarketplaceFacilitator,4.49,0.22,0,0,0,0,0,0,-0.22,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 7:43:39 PM PDT",14473492441,Order,112-2335092-8065804,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,FOUNTAIN VALLEY,CA,92708-7120,MarketplaceFacilitator,4.49,0.39,0,0,0,0,0,0,-0.39,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 9:59:41 PM PDT",14473492441,Order,114-7235124-1454618,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,LITTLETON,CO,80128-6361,MarketplaceFacilitator,4.49,0.22,0,0,0,0,0,0,-0.22,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 10:12:00 PM PDT",14473492441,Order,111-0261829-6068216,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,FRANKLIN PARK,IL,60131-2030,MarketplaceFacilitator,4.19,0.42,0,0,0,0,0,0,-0.42,-0.76,-2.16,0,0,1.27
"Jul 11, 2021 10:23:11 PM PDT",14473492441,Order,112-4192912-5097046,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,PORT ORANGE,FLORIDA,32129-4252,MarketplaceFacilitator,4.49,0.29,0,0,0,0,0,0,-0.29,-0.43,-3.47,0,0,0.59
"Jul 11, 2021 10:38:14 PM PDT",14473492441,Order,111-6762858-9202668,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,FRIENDSWOOD,TX,77546-4945,MarketplaceFacilitator,4.49,0.37,0,0,0,0,0,0,-0.37,-0.43,-3.47,0,0,0.59
"Jul 12, 2021 12:13:56 AM PDT",14473492441,Order,114-7504714-9638669,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,grand haven,Michigan,49417,MarketplaceFacilitator,4.49,0.27,0,0,0,0,0,0,-0.27,-0.43,-3.47,0,0,0.59
"Jul 12, 2021 3:16:48 AM PDT",14473492441,Order,111-0543099-5723411,EU_neck&Desk_MAGNIFIER-MG11B-1,"ARSUK Magnifying Magnifier Glass, LED Lighted Hands-Free Neck and Desk with Light Stand for Reading Needlework Hobby Jewelry Repair Cross Stitch Art C",1,amazon.com,Standard Orders,Amazon,mena,ar,71953,MarketplaceFacilitator,13.99,1.33,5.99,0.57,0,0,0,0,-1.9,-2.52,-9.63,0,0,7.83
"Jul 12, 2021 4:20:51 AM PDT",14473492441,Order,114-4027042-8140208,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,PALMDALE,CA,93552-3818,MarketplaceFacilitator,4.49,0.46,1.04,0,0,0,-1.04,0,-0.46,-0.43,-3.47,0,0,0.59
"Jul 12, 2021 5:19:08 AM PDT",14473492441,Order,112-7909437-5974630,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,HOPEWELL JUNCTION,NY,12533-6451,MarketplaceFacilitator,6.39,0.52,1,0,0,0,-1,0,-0.52,-1.15,-2.35,0,0,2.89
"Jul 12, 2021 5:22:30 AM PDT",14473492441,Order,112-0199582-1825810,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,Kaneohe,HI,96744,MarketplaceFacilitator,6.39,0.3,0,0,0,0,0,0,-0.3,-1.15,-2.35,0,0,2.89
"Jul 12, 2021 6:00:08 AM PDT",14473492441,Order,114-6124803-2275467,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,FRESNO,CA,93704-5418,MarketplaceFacilitator,4.19,0.35,0,0,0,0,0,0,-0.35,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 7:17:10 AM PDT",14473492441,Order,114-1844362-1121056,EU_neck&Desk_MAGNIFIER-MG11B-1,"ARSUK Magnifying Magnifier Glass, LED Lighted Hands-Free Neck and Desk with Light Stand for Reading Needlework Hobby Jewelry Repair Cross Stitch Art C",1,amazon.com,Standard Orders,Amazon,NEW WINDSOR,NY,12553-6525,MarketplaceFacilitator,13.99,1.14,0,0,0,0,0,0,-1.14,-2.52,-3.64,0,0,7.83
"Jul 12, 2021 7:18:08 AM PDT",14473492441,Order,113-2950181-2232219,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,HIGH POINT,NC,27260-3634,MarketplaceFacilitator,4.19,0.28,0,0,0,0,0,0,-0.28,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 8:07:28 AM PDT",14473492441,Order,111-7722997-7830604,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,JACKSONVILLE,FL,32256-4833,MarketplaceFacilitator,4.49,0.34,0,0,0,0,0,0,-0.34,-0.43,-3.47,0,0,0.59
"Jul 12, 2021 8:19:42 AM PDT",14473492441,Order,114-7333274-8870640,EU_neck&Desk_MAGNIFIER-MG11B-1,"ARSUK Magnifying Magnifier Glass, LED Lighted Hands-Free Neck and Desk with Light Stand for Reading Needlework Hobby Jewelry Repair Cross Stitch Art C",1,amazon.com,Standard Orders,Amazon,TIVERTON,RI,02878-9998,MarketplaceFacilitator,13.99,0.98,0,0,0,0,0,0,-0.98,-2.52,-3.64,0,0,7.83
"Jul 12, 2021 8:24:12 AM PDT",14473492441,Order,113-3042494-8779415,USA_S&L_BB_loader 90 Rd Clear,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (BB Loader 90 Transparent),1,amazon.com,Standard Orders,Amazon,CONCORDIA,MO,64020-9357,,6.19,0,0,0,0,0,0,0,0,-1.12,-2.16,0,0,2.91
"Jul 12, 2021 9:22:39 AM PDT",14473492441,Order,112-8008766-6425814,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,San Diego,CA,92120,MarketplaceFacilitator,4.19,0.32,0,0,0,0,0,0,-0.32,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 10:17:05 AM PDT",14473492441,Order,112-4650324-0917851,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,DES MOINES,IA,50310-3453,MarketplaceFacilitator,4.19,0.29,0,0,0,0,0,0,-0.29,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 10:17:05 AM PDT",14473492441,Order,113-5278703-7473006,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,DES MOINES,IA,50310-3453,MarketplaceFacilitator,4.19,0.29,0,0,0,0,0,0,-0.29,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 10:48:59 AM PDT",14473492441,Order,113-6411116-1575454,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,NEW ROCHELLE,NY,10805-3130,MarketplaceFacilitator,4.19,0.35,0,0,0,0,0,0,-0.35,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 10:52:00 AM PDT",14473492441,Order,112-4002086-3163450,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,MESA,AZ,85212-1561,MarketplaceFacilitator,6.39,0.53,0,0,0,0,0,0,-0.53,-1.15,-3.47,0,0,1.77
"Jul 12, 2021 1:28:12 PM PDT",14473492441,Order,114-4017828-5990619,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,HENDERSON,TX,75654-5782,MarketplaceFacilitator,6.39,0.4,0,0,0,0,0,0,-0.4,-1.15,-2.35,0,0,2.89
"Jul 12, 2021 2:28:15 PM PDT",14473492441,Order,111-3047659-2172254,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,CANTON,CT,06019-2441,MarketplaceFacilitator,4.19,0.27,0,0,0,0,0,0,-0.27,-0.76,-2.16,0,0,1.27
"Jul 12, 2021 3:35:23 PM PDT",14473492441,Order,112-4644508-0511456,EU_neck&Desk_MAGNIFIER-MG11B-1,"ARSUK Magnifying Magnifier Glass, LED Lighted Hands-Free Neck and Desk with Light Stand for Reading Needlework Hobby Jewelry Repair Cross Stitch Art C",1,amazon.com,Standard Orders,Amazon,BELLS,TN,38006-5137,MarketplaceFacilitator,13.99,1.36,0,0,0,0,0,0,-1.36,-2.52,-3.64,0,0,7.83
"Jul 12, 2021 6:28:23 PM PDT",14473492441,Order,113-7494036-7361810,FBA_Cx7D_ARS207/TMI-1498_dental mirror,Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools (Dental M,1,amazon.com,Standard Orders,Amazon,SKOKIE,IL,60076-1750,MarketplaceFacilitator,3.99,0.41,0,0,0,0,0,0,-0.41,-0.38,-2.16,0,0,1.45
"Jul 12, 2021 8:28:13 PM PDT",14473492441,Order,114-4615173-2533030,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,OMAHA,NE,68137-2487,MarketplaceFacilitator,4.49,0.31,0,0,0,0,0,0,-0.31,-0.43,-3.47,0,0,0.59
