fecha y hora,identificador de pago,tipo,número de pedido,sku,descripción,cantidad,web de Amazon,gestión logística,ciudad de procedencia del pedido,comunidad autónoma de procedencia del pedido,código postal de procedencia del pedido,Formulario de recaudación de impuestos,ventas de productos,product sales tax,abonos de envío,impuestos por abonos de envío,abonos de envoltorio para regalo,giftwrap credits tax,devoluciones promocionales,promotional rebates tax,impuesto retenido en el sitio web,tarifas de venta,tarifas de Logística de Amazon,tarifas de otras transacciones,otro,total
8 jul 2021 1:56:55 UTC,15790933082,Pedido,404-7899711-4898740,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Martorelles,Barcelona,8107,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.64
8 jul 2021 4:13:45 UTC,15790933082,Pedido,171-7871248-0462700,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Fuenlabrada,Madrid,28942,,14.17,0,0,0,0,0,0,0,0,-2.19,-3.78,0,0,8.2
8 jul 2021 9:01:10 UTC,15790933082,Pedido,402-1954729-3869910,SFP-B0xpp_Code:80042_5inch_shipbell,"ARSUK - Campanas de mano escolar. plata y latón. cristal brillante y pesado para uso a largo plazo (5""Latón Sólido)",2,amazon.es,Vendedor,Tarifa,Cádiz,11380,MarketplaceFacilitator,46.26,9.72,28.92,6.08,0,0,0,0,-15.8,-11.24,0,0,0,63.94
8 jul 2021 13:12:17 UTC,15790933082,Pedido,404-2622921-5823514,FBA-5x4p_Clear-Code:ARS04-TP_2xPacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),1,amazon.es,Amazon,Dos Hermanas,Sevilla,41704,MarketplaceFacilitator,9.08,1.91,2.17,0.46,0,0,0,0,-2.37,-1.7,-6.88,0,0,2.67
8 jul 2021 13:37:27 UTC,15790933082,Reembolso,404-2615849-7092367,Fba_Code:ARS-20L-SS_20LsolarShower,ARSUK Contenedor de Agua de 80L para Carretilla. jardinería. alimentación. Ganado (Ducha Solar 20L),1,amazon.es,Amazon,REVILLA VALLEJERA,BURGOS,9117,,-9,0,0,0,0,0,0,0,0,1.11,0,0,0,-7.89
8 jul 2021 13:42:09 UTC,15790933082,Pedido,408-1926871-9980355,FBA-5x4p_Clear-Code:ARS04-TP_2xPacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),2,amazon.es,Amazon,Badajoz,Badajoz,6011,MarketplaceFacilitator,18.16,3.82,0,0,0,0,0,0,-3.82,-3.4,-8.5,0,0,6.26
8 jul 2021 14:27:00 UTC,15790933082,Pedido,408-0878527-7455531,B1xpp_GD001_2Pairs-Boot Rack,ARSUK Estante de Arranque. Elegante y Práctico Zapato Estante. Planchar Pesado Deber Welly Bota Organizador con Raspador. Barro Limpiador,1,amazon.es,Vendedor,Cascais,Lisboa,2750-642,MarketplaceFacilitator,27.63,6.36,22.76,5.24,0,0,0,0,-11.6,-8.3,0,0,0,42.09
8 jul 2021 15:34:52 UTC,15790933082,Pedido,406-3543587-0782714,EU_Axpp_mixed_Marbles_packof40,ARSUK Las Pistas de mármol de Vidrio de Color Ojo de Gato Vienen en una Bolsa para Juguetes. Regalo de Fiesta para niños. Juego de Anillo. Agujero e,1,amazon.es,Amazon,Moratalla,Murcia,30440,,6.69,0,0,0,0,0,0,0,0,-1.03,-3.02,0,0,2.64
8 jul 2021 16:55:24 UTC,15790933082,Pedido,403-5521258-8496365,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Torrelodones,Madrid,28250,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-3.78,0,0,8.32
8 jul 2021 17:27:13 UTC,15790933082,Pedido,406-6377590-7947536,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Córdoba,CORDOBA,14011,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
8 jul 2021 18:04:03 UTC,15790933082,Pedido,403-8233667-1389969,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Vitoria - Gasteiz,España/Álava/Vitoria,1003,MarketplaceFacilitator,8.26,1.73,0.55,0.11,0,0,-0.55,-0.11,-1.73,-0.82,-3.5,0,0,3.94
8 jul 2021 18:04:03 UTC,15790933082,Pedido,403-8233667-1389969,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,ARSUK 250ml Contenedor de alimentos para bebés Congelador Bandejas para cubos Bebé Destete Alimentos Ollas Congelador Tubos Contenedores apilables 1,1,amazon.es,Amazon,Vitoria - Gasteiz,España/Álava/Vitoria,1003,MarketplaceFacilitator,14.04,2.95,0.55,0.12,0,0,-0.55,-0.12,-2.95,-2.63,-3.78,0,0,7.63
8 jul 2021 18:40:35 UTC,15790933082,Pedido,171-3399833-5167504,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,Lisboa,Portugal,1750-489,MarketplaceFacilitator,9.91,2.28,0.61,0.14,0,0,-0.61,-0.14,-2.28,-1.88,-3.15,0,0,4.88
8 jul 2021 20:04:37 UTC,15790933082,Pedido,171-2026602-7541126,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 in 1 Apple Peladores de manzanas Slicer Dicer Frutas Descorazonador Cortador de Patatas Máquina de Perforación (Verde),1,amazon.es,Amazon,Sant Vicenç Dels Horts,Barcelona,8620,MarketplaceFacilitator,10.74,2.25,0,0,0,0,0,0,-2.25,-2.01,-3.78,0,0,4.95
8 jul 2021 21:31:36 UTC,15790933082,Pedido,407-5894871-9062705,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Gijon,Asturias,33207,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-3.78,0,0,8.32
8 jul 2021 22:37:09 UTC,15790933082,Pedido,408-2907081-3630753,FBA_KMS-9892B2_H_M_Magnifier,ARSUK Lupa de cabeza LED con luz. para lectura reparación fabricación de relojes costura. 5 lentes de intercambio - Batería: 3AAA (no incluida),1,amazon.es,Amazon,Barcelona,Barcelona,8010,MarketplaceFacilitator,12.31,2.59,0,0,0,0,0,0,-2.59,-2.3,-3.5,0,0,6.51
9 jul 2021 1:40:23 UTC,15790933082,Pedido,404-2653384-4314702,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK Tarritos para comida de bebé 120ml. Alimentación infantil Destete envases de conservación de plástico reutilizables sin 100% BPA. apilables,1,amazon.es,Amazon,Castellterçol,Barcelona,8183,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
9 jul 2021 8:21:06 UTC,15790933082,Tarifas de inventario de Logística de Amazon,,,Tarifa de almacenamiento de Logística de Amazon,,Amazon.es,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-62.01,-62.01
9 jul 2021 10:32:32 UTC,15790933082,Pedido,405-0966420-4467511,FBA-6x49_ClearPebbles:ARS04TP-2xpacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),1,amazon.es,Amazon,lucena,cordoba,14900,MarketplaceFacilitator,7.44,1.56,0,0,0,0,0,0,-1.56,-1.39,-4.25,0,0,1.8
9 jul 2021 15:05:05 UTC,15790933082,Pedido,403-1051222-3789913,FBA_Green_Mop&Bucket_Set_Code:R-3S,ARSUK Juego de Fregona y Cubo. cabeza giratoria 360° y escurridor Con 2 Recambio de Microfibras. Productos y utensilios de limpieza,1,amazon.es,Amazon,La Seu d'Urgell,Lleida,25700,MarketplaceFacilitator,25.62,5.38,0,0,0,0,0,0,-5.38,-4.79,-9.6,0,0,11.23
9 jul 2021 15:36:55 UTC,15790933082,Pedido,404-2017419-8837926,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 in 1 Apple Peladores de manzanas Slicer Dicer Frutas Descorazonador Cortador de Patatas Máquina de Perforación (Verde),1,amazon.es,Amazon,Asturias,Aviles,33401,MarketplaceFacilitator,10.74,2.25,0,0,0,0,0,0,-2.25,-2.01,-3.78,0,0,4.95
10 jul 2021 1:22:16 UTC,15790933082,Pedido,406-6438848-6054729,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,la puebla de alfinden,zaragoza,50171,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
10 jul 2021 13:40:28 UTC,15790933082,Ajuste,402-0966481-8567526,FBA_A0xpp_Apple_peeler_Green,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,7.59,7.59
10 jul 2021 14:29:50 UTC,15790933082,Pedido,405-3786304-6185923,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Les Planes d'Hostoles,Girona,17172,MarketplaceFacilitator,8.26,1.73,0,0,0,0,0,0,-1.73,-0.82,-3.5,0,0,3.94
10 jul 2021 18:32:47 UTC,15790933082,Pedido,403-3515573-2238755,Eu_Color-Marble_50pcs_3xpp,ARSUK Canicas Marbles Protección contra daños para Juguetes Deportivos y al Aire Libre (Color Marbles_40pcs),1,amazon.es,Amazon,CÓRDOBA,CÓRDOBA,14012,MarketplaceFacilitator,5.04,1.06,0,0,0,0,0,0,-1.06,-0.94,-3.02,0,0,1.08
10 jul 2021 18:33:02 UTC,15790933082,Pedido,406-9308778-5405113,FBA_Dxpp_100psc_ColourMarbles,ARSUK Cat'S Eye Color Glass Marble Runs. Viene en una Bolsa. protección contra daños. Juguetes Deportivos y Juegos al Aire Libre (100 Piezas de már,1,amazon.es,Amazon,Toledo,Toledo,45008,MarketplaceFacilitator,5.79,1.21,0,0,0,0,0,0,-1.21,-1.08,-3.15,0,0,1.56
10 jul 2021 21:23:16 UTC,15790933082,Pedido,171-7929355-2297942,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Barcelona,Barcelona,8021,MarketplaceFacilitator,8.26,1.73,0,0,0,0,0,0,-1.73,-0.82,-3.5,0,0,3.94
11 jul 2021 13:11:10 UTC,15790933082,Pedido,402-0375158-9550735,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,ARSUK 250ml Contenedor de alimentos para bebés Congelador Bandejas para cubos Bebé Destete Alimentos Ollas Congelador Tubos Contenedores apilables 1,1,amazon.es,Amazon,Palma,Illes Balears,7013,MarketplaceFacilitator,14.04,2.95,1.65,0.35,0,0,-1.65,-0.35,-2.95,-2.63,-3.78,0,0,7.63
11 jul 2021 13:11:10 UTC,15790933082,Pedido,402-0375158-9550735,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK Tarritos para comida de bebé 120ml. Alimentación infantil Destete envases de conservación de plástico reutilizables sin 100% BPA. apilables,1,amazon.es,Amazon,Palma,Illes Balears,7013,MarketplaceFacilitator,12.39,2.6,1.64,0.35,0,0,-1.64,-0.35,-2.6,-2.32,-3.5,0,0,6.57
11 jul 2021 16:55:19 UTC,15790933082,Pedido,407-1889723-8389104,Fba_5xpp_SpeedLoader-155_TRANSP,ARSUK Airsoft Plastic 500 Count Round Loader Loaded para Bolas de 6 mm BB (500 Vueltas-Transparente),1,amazon.es,Amazon,Torrejón de Velasco,MADRID,28990,MarketplaceFacilitator,6.61,1.39,0,0,0,0,0,0,-1.39,-1.24,-3.15,0,0,2.22
11 jul 2021 16:55:50 UTC,15790933082,Pedido,171-5068075-5025109,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,La Virgen del Camino,León,24198,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.64
11 jul 2021 20:48:49 UTC,15790933082,Pedido,171-2153076-3120305,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Silvota-Llanera,Lugo,33192,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.64
11 jul 2021 21:06:58 UTC,15790933082,Pedido,406-7836921-6959501,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,tarragona,tarragona,43001,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.64
11 jul 2021 21:08:08 UTC,15790933082,Pedido,407-6019379-3562750,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Reus,Catalunya,43203,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-3.78,0,0,8.32
12 jul 2021 0:13:29 UTC,15790933082,Pedido,406-0818351-6846707,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,barbera del valles,barcelona,8210,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.64
12 jul 2021 0:29:08 UTC,15790933082,Pedido,408-6150831-2358704,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,Gurb,Barcelona,8503,MarketplaceFacilitator,9.91,2.08,0,0,0,0,0,0,-2.08,-1.85,-3.15,0,0,4.91
12 jul 2021 0:37:54 UTC,15790933082,Pedido,403-7817360-3754761,DE-S&L-FBA-1169-Nail-scissor-7cm,Tijeras Uñas Profesionales. Tijeras para Cutículas. Pedicura Manicura. Cortaúñas Curvas con Hojas Afiladas para uña del dedo.Uñas de uña del pi,1,amazon.es,Amazon,Madrid,Madrid,28050,MarketplaceFacilitator,4.12,0.87,0,0,0,0,0,0,-0.87,-0.41,-2.26,0,0,1.45
12 jul 2021 1:33:02 UTC,15790933082,Pedido,404-7630698-6175501,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,ARSUK 250ml Contenedor de alimentos para bebés Congelador Bandejas para cubos Bebé Destete Alimentos Ollas Congelador Tubos Contenedores apilables 1,1,amazon.es,Amazon,Salt,Gerona,17190,MarketplaceFacilitator,14.04,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.63
12 jul 2021 2:22:14 UTC,15790933082,Pedido,407-3087799-4395554,FBA_KMS-9892B2_H_M_Magnifier,ARSUK Lupa de cabeza LED con luz. para lectura reparación fabricación de relojes costura. 5 lentes de intercambio - Batería: 3AAA (no incluida),1,amazon.es,Amazon,San Javier,Murcia,30730,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
12 jul 2021 5:54:14 UTC,15790933082,Pedido,402-2902532-4774768,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,Valadares,Vila Nova de Gaia,4405-589,MarketplaceFacilitator,9.91,2.28,1.22,0.28,0,0,-1.22,-0.28,-2.28,-1.88,-3.15,0,0,4.88
12 jul 2021 8:41:38 UTC,15790933082,Pedido,403-9108794-9561916,FBA-6x49_ClearPebbles:ARS04TP-2xpacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),1,amazon.es,Amazon,monção,viana do castelo,4950-463,MarketplaceFacilitator,7.44,1.71,0,0,0,0,0,0,-1.71,-1.41,-4.25,0,0,1.78
12 jul 2021 9:08:37 UTC,15790933082,Pedido,405-0722826-3317901,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Barcelona,Barcelona,8032,MarketplaceFacilitator,8.26,1.73,0,0,0,0,0,0,-1.73,-0.82,-2.99,0,0,4.45
12 jul 2021 9:41:24 UTC,15790933082,Pedido,404-2756208-6431554,SFP_Electric_peeler_White-B9xPP,ARSUK Peladora eléctrica multifunción Peladora de Manzana giratoria automática Peladora de Patatas Máquina de Corte de Verduras Herramienta de pel,1,amazon.es,Vendedor,Mataró,Barcelona,8304,MarketplaceFacilitator,16.52,3.47,20.98,4.41,0,0,0,0,-7.88,-7.01,0,0,0,30.49
12 jul 2021 12:28:18 UTC,15790933082,Pedido,405-6266867-5321956,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Derio,Bizkaia,48160,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-3.78,0,0,7.64
12 jul 2021 12:29:22 UTC,15790933082,Pedido,403-2547486-2202740,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Las Presillas. PUENTE VIESGO,CANTABRIA,39679,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
12 jul 2021 12:51:32 UTC,15790933082,Pedido,405-6155392-2177115,FBA_KMS-9892B2_H_M_Magnifier,ARSUK Lupa de cabeza LED con luz. para lectura reparación fabricación de relojes costura. 5 lentes de intercambio - Batería: 3AAA (no incluida),1,amazon.es,Amazon,Terrassa,Barcelona,8227,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
12 jul 2021 13:39:22 UTC,15790933082,Pedido,171-8099770-9316364,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Mislata,Valencia,46920,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
12 jul 2021 13:52:23 UTC,15790933082,Reembolso,404-7899711-4898740,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Martorelles,Barcelona,8107,MarketplaceFacilitator,-14.05,-2.95,0,0,0,0,0,0,2.95,2.1,0,0,0,-11.95
12 jul 2021 14:53:40 UTC,15790933082,Pedido,408-1117186-8841127,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK Tarritos para comida de bebé 120ml. Alimentación infantil Destete envases de conservación de plástico reutilizables sin 100% BPA. apilables,1,amazon.es,Amazon,L'Hospitalet de Llobregat,Barcelona,8907,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
12 jul 2021 18:39:39 UTC,15790933082,Pedido,406-2637274-8417124,"FBA_B0xpp_code:80042_5""-Ship-Bell","ARSUK - Campanas de mano escolar. plata y latón. cristal brillante y pesado para uso a largo plazo (4"" Sólido Latón)",1,amazon.es,Amazon,San pedro De Alcantara,Malaga,29670,,27.99,0,0,0,0,0,0,0,0,-3.46,-4.25,0,0,20.28
12 jul 2021 18:44:03 UTC,15790933082,Pedido,405-7393503-5981968,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,ARSUK 250ml Contenedor de alimentos para bebés Congelador Bandejas para cubos Bebé Destete Alimentos Ollas Congelador Tubos Contenedores apilables 1,4,amazon.es,Amazon,Torrejon de Ardoz,Madrid,28850,MarketplaceFacilitator,56.16,11.8,0,0,0,0,0,0,-11.8,-10.52,-15.12,0,0,30.52
12 jul 2021 19:07:37 UTC,15790933082,Pedido,403-4569048-9792360,FBA_6xppBabyContainerARS-78805Medium8pcs,ARSUK Tarritos para comida de bebé 250 ml. Alimentación infantil envases de conservación de plástico reutilizables sin BPA. apilables aptos para m,1,amazon.es,Amazon,LOGROÑO,La Rioja,26007,MarketplaceFacilitator,9.91,2.08,0,0,0,0,0,0,-2.08,-1.85,-3.5,0,0,4.56
12 jul 2021 23:33:12 UTC,15829271452,Pedido,408-8674471-1348330,DE-FBA-TMI-1302-2-Green-Tweezers,Pinzas Cejas Pinzas de Depilar de Cejas depil Precisión Instrumentos para depilación Facial de Cejas. Vello. Herramienta de Belleza Diaria Acero Ino,1,amazon.es,Amazon,Manises,Valencia,46940,MarketplaceFacilitator,3.71,0.78,0,0,0,0,0,0,-0.78,-0.69,-2.26,0,0,0.76
13 jul 2021 0:09:31 UTC,15829271452,Pedido,403-8262509-3695535,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Jerez de la frontera,España/cadiz,11408,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
13 jul 2021 1:22:19 UTC,15829271452,Pedido,405-1757956-7652316,FBA_Dxpp_100psc_ColourMarbles,ARSUK Cat'S Eye Color Glass Marble Runs. Viene en una Bolsa. protección contra daños. Juguetes Deportivos y Juegos al Aire Libre (100 Piezas de már,1,amazon.es,Amazon,Málaga,Málaga,29010,MarketplaceFacilitator,5.79,1.21,0,0,0,0,0,0,-1.21,-1.08,-3.15,0,0,1.56
13 jul 2021 1:40:41 UTC,15829271452,Pedido,406-0148515-0530704,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Durango,Vizcaya,48200,MarketplaceFacilitator,8.26,1.73,0,0,0,0,0,0,-1.73,-0.82,-2.99,0,0,4.45
13 jul 2021 1:40:44 UTC,15829271452,Pedido,406-1063926-3968355,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Durango,Vizcaya,48200,MarketplaceFacilitator,8.26,1.73,0,0,0,0,0,0,-1.73,-0.82,-2.99,0,0,4.45
13 jul 2021 4:12:13 UTC,15829271452,Pedido,404-2635473-8244345,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,Inca,I. Balears,7300,,9.91,0,0,0,0,0,0,0,0,-1.53,-3.15,0,0,5.23
13 jul 2021 5:04:08 UTC,15829271452,Pedido,403-7677481-6855508,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Aranjuez,Madrid,28300,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
13 jul 2021 6:48:01 UTC,15829271452,Pedido,402-4047328-9164311,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Granada,Granada,18014,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
13 jul 2021 7:55:59 UTC,15829271452,Pedido,408-1350348-9069931,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK Tarritos para comida de bebé 120ml. Alimentación infantil Destete envases de conservación de plástico reutilizables sin 100% BPA. apilables,1,amazon.es,Amazon,Torrejón de Ardoz,Madrid,28850,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
13 jul 2021 11:04:10 UTC,15829271452,Pedido,406-7744745-8043528,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Villarente,LEON,24226,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
13 jul 2021 16:46:03 UTC,15829271452,Pedido,404-4608638-0005963,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Albacete,Albacete,2002,MarketplaceFacilitator,8.26,1.73,0,0,0,0,0,0,-1.73,-0.82,-2.99,0,0,4.45
13 jul 2021 16:52:08 UTC,15829271452,Transferir,,,En la cuenta que termina en: 598,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-412.66,-412.66
13 jul 2021 18:00:37 UTC,15829271452,Pedido,408-7106464-4417137,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,Errenteria,Gipuzkoa,20100,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
13 jul 2021 18:24:00 UTC,15829271452,Pedido,403-0712596-7606763,7xPP_Coloured_Marbel_200pc,ARSUK Cat'S Eye Color Glass Marble Runs. Viene en una Bolsa. protección contra daños. Juguetes Deportivos y Juegos al Aire Libre (200 Piezas de már,1,amazon.es,Amazon,Carranque,Toledo,45216,MarketplaceFacilitator,8.42,1.77,0,0,0,0,0,0,-1.77,-1.57,-4.25,0,0,2.6
