Datum/Uhrzeit,Abrechnungsnummer,Typ,Bestellnummer,SKU,Beschreibung,Menge,Marketplace,Versand,Ort der Bestellung,Bundesland,Postleitzahl,Steuererhebungsmodell,Umsätze,Produktumsatzsteuer,Gutschrift für Versandkosten,Steuer auf Versandgutschrift,Gutschrift für Geschenkverpackung,Steuer auf Geschenkverpackungsgutschriften,Rabatte aus Werbeaktionen,Steuer auf Aktionsrabatte,Einbehaltene Steuer auf Marketplace,Verkaufsgebühren,Gebühren zu Versand durch Amazon,Andere Transaktionsgebühren,Andere,Gesamt
07.07.2021 07:15:07 UTC,15790946642,Versand durch Amazon Lagergebühr,B072M4Q8R9,,Versand durch Amazon Gebühr für Rücksendung,,Amazon.de,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-0,65","-0,65"
07.07.2021 09:11:11 UTC,15790946642,Bestellung,305-6864418-5534749,8xpp_code:ARS-HM,ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen,1,amazon.de,Amazon,Stegelitz,Sachsen-Anhalt,39291,MarketplaceFacilitator,"10,92","2,08",0,0,0,0,0,0,"-2,08","-1,95","-2,52",0,0,"6,45"
07.07.2021 09:12:35 UTC,15790946642,Bestellung,305-7210138-4699514,FBA_8pcs-plastic-box-Small,"ARSUK Mini-Vorratsbehälter 8 Stück - 120ml, Mehrfarbig, Kunststoff, BPA-Frei, 5.7x5.7x3.8cm BPA-Frei",1,amazon.de,Amazon,Stadtallendorf,Hessen,35260,MarketplaceFacilitator,"9,24","1,75",0,0,0,0,0,0,"-1,75","-1,65","-2,95",0,0,"4,64"
07.07.2021 10:19:09 UTC,15790946642,Bestellung,304-0743383-7561949,SFP_Desk_Lamp_DL211_Grey,"ARSUK Schreibtischlampe, Energiesparlampe mit 27w Ersatz Tageslicht Birnen (Schreibtischlampe Schwarz mit 27W lampe)",1,amazon.de,Verkäufer,Hirrlingen,,72145,MarketplaceFacilitator,"25,20","4,79","14,29","2,71",0,0,0,0,"-7,50","-7,05",0,0,0,"32,44"
07.07.2021 10:19:19 UTC,15790946642,Bestellung,304-4264384-9941149,"SFP_B7xpp_ShipBell_80043_Dia_6""","ARSUK Schiffsglocke Türklingel Messing Wand Tür Bahnhofs Garten Glocke für Schulempfang, Abendessen, Shop, Hotelservice, Dekorationen, Weihnachtsba",1,amazon.de,Verkäufer,Zurich,Schweiz,8048,,"32,99",0,"24,00",0,0,0,0,0,0,"-8,55",0,0,0,"48,44"
07.07.2021 10:51:13 UTC,15790946642,Bestellung,306-4772843-2316364,8xpp_code:ARS-HM,ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen,1,amazon.de,Amazon,Groß-Bieberau,,64401,MarketplaceFacilitator,"10,92","2,08","1,12","0,21",0,0,"-1,12","-0,21","-2,08","-1,95","-2,52",0,0,"6,45"
07.07.2021 10:54:26 UTC,15790946642,Bestellung,028-0198497-4233120,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Black Hard BB Airsoft Pistole Fall Cartridge Bag Slip Gute Qualität 12 Zoll (31 cm),1,amazon.de,Amazon,Krailling,Bayern,82152,MarketplaceFacilitator,"15,13","2,87",0,0,0,0,0,0,"-2,87","-2,70","-3,38",0,0,"9,05"
07.07.2021 15:31:02 UTC,15790946642,Bestellung,302-2721203-1620333,FBA_A0xpp_Apple_peeler_Green,"ARSUK Apfelschäler, Corer, Kartoffel Obst Schäler und Cutter, Schälmaschine, Rotierend Apfel Schäler mit Saugwirkung Tasse (Apfelschäler: Grün)",1,amazon.de,Amazon,Kirchheim Unter Teck,,73230,MarketplaceFacilitator,"10,92","2,07",0,0,0,0,0,0,"-2,07","-1,95","-3,38",0,0,"5,59"
07.07.2021 16:05:58 UTC,15790946642,Bestellung,303-5734317-0191565,FBA_Dxpp_100psc_ColourMarbles,"ARSUK Glasmurmeln, Spielzeug, Deko Kugeln Durchsichtig Klare Glasmurmeln, Dekoration Glaskügelchen bunt",1,amazon.de,Amazon,Rodange,,4854,MarketplaceFacilitator,"10,08","1,71",0,0,0,0,0,0,"-1,71","-1,77","-2,52",0,0,"5,79"
07.07.2021 16:22:09 UTC,15790946642,Bestellung,303-3928627-8012369,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",1,amazon.de,Amazon,Eberswalde,Brandenburg,16225,MarketplaceFacilitator,"15,96","3,03",0,0,0,0,0,0,"-3,03","-2,85","-2,66",0,0,"10,45"
07.07.2021 18:57:01 UTC,15790946642,Bestellung,305-8360319-0214745,DE-S&L-FBA-1169-Nail-scissor-7cm,Nagelschere und Nagelhautschere extra fein Solingen - Extra scharf mit gebogener Schneide - Fingernagel Nail Scissors- und Nagel schere Fussnägel - n,1,amazon.de,Amazon,Freiburg im Breisgau,Baden-Württemberg,79111,MarketplaceFacilitator,"4,19","0,80","1,22","0,23",0,0,"-1,22","-0,23","-0,80","-0,40","-1,73",0,0,"2,06"
07.07.2021 20:05:04 UTC,15790946642,Bestellung,303-8437959-7408337,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Zielhalter Halterung bb Kugelfangkasten Trichter für Schießübungen Softairwaffen & Gewähren mit 50 zielscheiben 14x14cm,1,amazon.de,Amazon,Hechingen,Baden-Württemberg,72379,MarketplaceFacilitator,"14,29","2,71",0,0,0,0,0,0,"-2,71","-2,55","-3,99",0,0,"7,75"
07.07.2021 21:09:30 UTC,15790946642,Bestellung,304-0041792-9341131,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",1,amazon.de,Amazon,Losheim am See,Saarland,66679,MarketplaceFacilitator,"15,96","3,03",0,0,0,0,0,0,"-3,03","-2,85","-2,66",0,0,"10,45"
07.07.2021 21:19:49 UTC,15790946642,Bestellung,305-4777571-5741900,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK BB Schießen Zielscheibe Automatischer Reset Rotator Paintball Gun Metal 37x 26x20 cm,1,amazon.de,Amazon,Diemelstadt,,34474,MarketplaceFacilitator,"14,61","2,78",0,0,0,0,0,0,"-2,78","-2,61","-3,38",0,0,"8,62"
07.07.2021 22:37:12 UTC,15790946642,Bestellung,304-1884275-6125932,FBA_Dxpp_100psc_ColourMarbles,"ARSUK Glasmurmeln, Spielzeug, Deko Kugeln Durchsichtig Klare Glasmurmeln, Dekoration Glaskügelchen bunt",1,amazon.de,Amazon,Herzogenaurach,,91074,MarketplaceFacilitator,"6,71","1,28",0,0,0,0,0,0,"-1,28","-1,20","-2,52",0,0,"2,99"
07.07.2021 22:43:51 UTC,15790946642,Bestellung,302-2296120-6414733,FBA_Spraying_Mop_Green_600ml_A2xpp,ARSUK Spray Mop für Hartholz-Laminatfliesen Marmorboden Nasses und trockenes Vinyl mit Active-Trigger-Fensterreiniger,1,amazon.de,Amazon,Weil,,86947,MarketplaceFacilitator,"12,60","2,39",0,0,0,0,0,0,"-2,39","-2,25","-3,99",0,0,"6,36"
07.07.2021 22:53:21 UTC,15790946642,Bestellung,028-7832983-5885940,FBA_Green_SprayingMop_600ml_A2xpp,ARSUK Sprühen Mopp Wasser Sprühen Bodenreiniger Fliesen Marmor Küche 600 ml Micro Fibre (Grün Spray Mop 600ml),1,amazon.de,Amazon,Heidelberg,Baden-Württemberg,69115,MarketplaceFacilitator,"13,02","2,47","0,84","0,16",0,0,"-0,84","-0,16","-2,47","-2,32","-3,99",0,0,"6,71"
07.07.2021 23:03:54 UTC,15790946642,Versand durch Amazon Lagergebühr,18035,,Versand durch Amazon Gebühr für Rücksendung,,Amazon.de,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-1,15","-1,15"
08.07.2021 00:13:36 UTC,15790946642,Bestellung,304-6647638-8372361,FBA_8pcs-plastic-box-Small,"ARSUK Mini-Vorratsbehälter 8 Stück - 120ml, Mehrfarbig, Kunststoff, BPA-Frei, 5.7x5.7x3.8cm BPA-Frei",1,amazon.de,Amazon,Leipzig,Sachsen,4159,MarketplaceFacilitator,"8,39","1,60",0,0,0,0,0,0,"-1,60","-0,80","-2,95",0,0,"4,64"
08.07.2021 01:41:46 UTC,15790946642,Versand durch Amazon Lagergebühr,210705SF3,,Versand durch Amazon Gebühr für Rücksendung,,Amazon.de,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-1,65","-1,65"
08.07.2021 01:41:49 UTC,15790946642,Versand durch Amazon Lagergebühr,210705SF3,,Versand durch Amazon Gebühr für Rücksendung,,Amazon.de,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-1,65","-1,65"
08.07.2021 01:44:24 UTC,15790946642,Bestellung,305-1859409-2835528,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK 16 Stück Essen Aufbewahrungsbox Crispr 120 ml Mini Mikrowelle für Baby Kinder Kleinkind BPA-Frei,1,amazon.de,Amazon,Hennef (Sieg),Nordrhein-Westfalen,53773,MarketplaceFacilitator,"12,60","2,39",0,0,0,0,0,0,"-2,39","-2,25","-2,95",0,0,"7,40"
08.07.2021 01:48:48 UTC,15790946642,Bestellung,306-7471949-4377116,EU_Axpp_Milky_Marbles_packof40,"ARSUK Glasmurmeln, Spielzeug, Deko Kugeln Durchsichtig Klare Glasmurmeln, Dekoration Glaskügelchen bunt",1,amazon.de,Amazon,Bremen,Deutschland,28197,MarketplaceFacilitator,"3,78","0,72",0,0,0,0,0,0,"-0,72","-0,68","-2,16",0,0,"0,94"
08.07.2021 03:11:26 UTC,15790946642,Bestellung,028-0286312-0329164,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",1,amazon.de,Amazon,Witten,,58452,MarketplaceFacilitator,"15,96","3,03",0,0,0,0,0,0,"-3,03","-2,85","-2,66",0,0,"10,45"
08.07.2021 03:46:13 UTC,15790946642,Bestellung,305-8521959-6025103,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",1,amazon.de,Amazon,Hausen,,97647,MarketplaceFacilitator,"15,96","3,03",0,0,0,0,0,0,"-3,03","-2,85","-2,66",0,0,"10,45"
08.07.2021 04:02:06 UTC,15790946642,Bestellung,302-7299680-2413166,FBA_4PP_10pc_Glow_inthedark_Marbles,"ARSUK 10pcs Large Handmade Flowerish Style Glow in The Dark Punktierte Glasmurmeln, Schutz vor Beschädigungen, Sportspielzeug & Outdoor (10 Stück im",1,amazon.de,Amazon,Oberhausen,,46047,MarketplaceFacilitator,"8,56","1,63",0,0,0,0,0,0,"-1,63","-1,53","-2,52",0,0,"4,51"
08.07.2021 07:13:45 UTC,15790946642,Bestellung,304-4897672-7234749,7xPP_Coloured_Marbel_200pc,"ARSUK Cat's Eye Farbiger Glasmarmor läuft, kommt in Einer Tasche, Schutz vor Beschädigung, Sportspielzeug & Outdoor-Spiele (200 Stück Farbe Marmor)",1,amazon.de,Amazon,Rodgau,,63110,MarketplaceFacilitator,"9,24","1,75",0,0,0,0,0,0,"-1,75","-1,65","-3,99",0,0,"3,60"
08.07.2021 13:42:17 UTC,15790946642,Bestellung,303-2645169-0573100,DE-S&L-FBA-TMI-1160-Nail Scissors,Nagelschere und Nagelhautschere extra fein Solingen - Extra scharf mit gebogener Schneide - Fingernagel Nail Scissors- und Nagel schere Fussnägel - n,1,amazon.de,Amazon,Kalbe M.,SA,39624,MarketplaceFacilitator,"4,19","0,80",0,0,0,0,0,0,"-0,80","-0,40","-1,73",0,0,"2,06"
08.07.2021 14:04:53 UTC,15790946642,Bestellung,303-5231165-3946741,Fba_CAxpp_ARS-DL-209_Desk-Lamp_Grey,"ARSUK Schreibtischlampe, Energiesparlampe mit 27w Ersatz Tageslicht Birnen (Schreibtischlampe grau mit 27W lampe)",3,amazon.de,Amazon,Magdeburg,,39114,MarketplaceFacilitator,"73,35","13,95",0,0,0,0,0,0,"-13,95","-13,11","-14,31",0,0,"45,93"
08.07.2021 15:42:34 UTC,15790946642,Bestellung,303-6799402-4235540,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",2,amazon.de,Amazon,Köthen (anhalt),,6366,MarketplaceFacilitator,"31,92","6,06","3,35","0,64",0,0,"-3,35","-0,64","-6,06","-5,70","-5,32",0,0,"20,90"
08.07.2021 15:43:28 UTC,15790946642,Erstattung,304-4902137-6976352,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK 16 Stück Essen Aufbewahrungsbox Crispr 120 ml Mini Mikrowelle für Baby Kinder Kleinkind BPA-Frei,1,amazon.de,Amazon,Markt Indersdorf,Bayern,85229,MarketplaceFacilitator,"-13,87","-2,63",0,0,0,0,0,0,"2,63","1,98",0,0,0,"-11,89"
08.07.2021 20:03:58 UTC,15790946642,Bestellung,302-4517385-5250763,FBA_6xppBabyContainerARS-78805Medium8pcs,"ARSUK Aufbewahrungsbehälter für Babynahrung Gefrierfest Mikrowellengeeignet Luftdicht Kleines Container Set, 8 Stück, 250ml BPA-Frei",1,amazon.de,Amazon,Kaltenkirchen,,24568,MarketplaceFacilitator,"10,08","1,91",0,0,0,0,0,0,"-1,91","-1,80","-2,95",0,0,"5,33"
08.07.2021 20:07:13 UTC,15790946642,Bestellung,303-9645088-5509145,Fba_CAxpp_ARS-DL-209_Desk-Lamp_Grey,"ARSUK Schreibtischlampe, Energiesparlampe mit 27w Ersatz Tageslicht Birnen (Schreibtischlampe grau mit 27W lampe)",1,amazon.de,Amazon,Cham,Bayern,93413,MarketplaceFacilitator,"24,62","4,68",0,0,0,0,0,0,"-4,68","-4,40","-4,77",0,0,"15,45"
08.07.2021 20:36:09 UTC,15790946642,Bestellung,303-3396312-6730718,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",1,amazon.de,Amazon,Bonn,Deutschland,53173,MarketplaceFacilitator,"15,96","3,03",0,0,0,0,0,0,"-3,03","-2,85","-2,66",0,0,"10,45"
08.07.2021 20:39:40 UTC,15790946642,Bestellung,302-1831586-2701113,DE-FBA-Toe-Nail-Scissor-ARS037,Nagelschere und Nagelhautschere extra fein Solingen - Extra scharf mit gebogener Schneide - Fingernagel Nail Scissors- und Nagel schere Fussnägel - n,1,amazon.de,Amazon,Braunschweig,Niedersachsen,38114,MarketplaceFacilitator,"4,19","0,80",0,0,0,0,0,0,"-0,80","-0,40","-1,73",0,0,"2,06"
08.07.2021 21:16:28 UTC,15790946642,Bestellung,303-9887822-5674704,8xpp_code:ARS-HM,ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen,2,amazon.de,Amazon,Hameln,Niedersachsen,31789,MarketplaceFacilitator,"21,84","4,16",0,0,0,0,0,0,"-6,24","-5,85","-5,04",0,0,"8,87"
08.07.2021 21:16:28 UTC,15790946642,Bestellung,303-9887822-5674704,8xpp_code:ARS-HM,ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen,1,amazon.de,Amazon,Hameln,Niedersachsen,31789,,"10,92","2,08",0,0,0,0,0,0,0,0,"-2,52",0,0,"10,48"
08.07.2021 21:31:41 UTC,15790946642,Bestellung,306-9184867-6701101,8xpp_code:ARS-HM,ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen,1,amazon.de,Amazon,Buttenwiesen,,86647,MarketplaceFacilitator,"10,92","2,08",0,0,0,0,0,0,"-2,08","-1,95","-2,52",0,0,"6,45"
08.07.2021 22:01:04 UTC,15790946642,Bestellung,028-8284427-4125923,FBA_8pcs-plastic-box-Small,"ARSUK Mini-Vorratsbehälter 8 Stück - 120ml, Mehrfarbig, Kunststoff, BPA-Frei, 5.7x5.7x3.8cm BPA-Frei",1,amazon.de,Amazon,Handenberg,Oberösterreich,5144,MarketplaceFacilitator,"8,39","1,68",0,0,0,0,0,0,"-1,68","-1,51","-2,95",0,0,"3,93"
08.07.2021 23:43:32 UTC,15790946642,Bestellung,303-4966941-7516315,FBA_4PP_10pc_Glow_inthedark_Marbles,"ARSUK 10pcs Large Handmade Flowerish Style Glow in The Dark Punktierte Glasmurmeln, Schutz vor Beschädigungen, Sportspielzeug & Outdoor (10 Stück im",1,amazon.de,Amazon,Langen,,63225,MarketplaceFacilitator,"8,56","1,63",0,0,0,0,0,0,"-1,63","-1,53","-2,52",0,0,"4,51"
08.07.2021 23:48:04 UTC,15790946642,Bestellung,303-3396312-6730718,FBA_27W_Replacement_Bulb_Expp,"ARSUK Leuchtstoffröhre 27 W, Ersatz für natürliches Tageslicht / Sonneneinstrahlung, FML-Lampe, ideal für BB-DL210 [Energieklasse A+++] (27W Ersat",1,amazon.de,Amazon,Bonn,Deutschland,53173,MarketplaceFacilitator,"15,96","3,03",0,0,0,0,0,0,"-3,03","-2,85","-2,66",0,0,"10,45"
09.07.2021 00:15:29 UTC,15790946642,Bestellung,305-0633831-6122707,Fba_CAxpp_ARS-DL-209_Desk-Lamp_Grey,"ARSUK Schreibtischlampe, Energiesparlampe mit 27w Ersatz Tageslicht Birnen (Schreibtischlampe grau mit 27W lampe)",1,amazon.de,Amazon,Sulingen,,27232,MarketplaceFacilitator,"24,79","4,71",0,0,0,0,0,0,"-4,71","-4,43","-4,77",0,0,"15,59"
09.07.2021 02:52:04 UTC,15790946642,Bestellung,303-8553478-4019506,Fba_CAxpp_Code:ARS-DL-209_Desk-Lamp_GRAY,"ARSUK®Schreibtischlampen, Lampenfüße, Tisch- & Nachttischlampen (Schreibtischlampen, Schreibtischlamp Grau mit 27w Glühlampe)",1,amazon.de,Amazon,Ludwigsburg,,71636,MarketplaceFacilitator,"25,62","4,87","3,35","0,64",0,0,"-3,35","-0,64","-4,87","-4,57","-4,77",0,0,"16,28"
09.07.2021 03:51:17 UTC,15790946642,Bestellung,306-7326534-9845959,FBA_4PP_10pc_Glow_inthedark_Marbles,"ARSUK 10pcs Large Handmade Flowerish Style Glow in The Dark Punktierte Glasmurmeln, Schutz vor Beschädigungen, Sportspielzeug & Outdoor (10 Stück im",1,amazon.de,Amazon,Bad Bevensen,Niedersachsen,29549,MarketplaceFacilitator,"8,56","1,63","1,12","0,21",0,0,"-1,12","-0,21","-1,63","-1,53","-2,52",0,0,"4,51"
09.07.2021 04:35:51 UTC,15790946642,Bestellung,305-3147019-9790722,FBA_8pcs-plastic-box-Small,"ARSUK Mini-Vorratsbehälter 8 Stück - 120ml, Mehrfarbig, Kunststoff, BPA-Frei, 5.7x5.7x3.8cm BPA-Frei",1,amazon.de,Amazon,Rohrbach,Oberösterreich,4153,,"11,30",0,0,0,0,0,0,0,0,"-1,70","-2,95",0,0,"6,65"
09.07.2021 07:04:52 UTC,15790946642,Bestellung,304-9490759-4111532,FBA_Bxpp_ClearPeebles-ARS04-1xPack-500gm,ARSUK Glaskiesel dekorative Steine Perlen Nuggets Edelsteine Mosaikfliesen für Vasen Craft Garden Bowls Aquarium (100 klare Kieselsteine),1,amazon.de,Amazon,Biel-Benken,Schweiz,4105,,"5,88",0,"1,62",0,0,0,"-1,62",0,0,"-0,88","-2,52",0,0,"2,48"
09.07.2021 07:29:41 UTC,15790946642,Bestellung,306-3475483-0370725,PAN-EU-FBA-BxPP_TMI-1167_cuticlescissors,Nagelschere und Nagelhautschere extra fein Solingen - Extra scharf mit gebogener Schneide - Fingernagel Nail Scissors- und Nagel schere Fussnägel - n,1,amazon.de,Amazon,Bochum,NRW,44805,MarketplaceFacilitator,"4,19","0,80","1,12","0,21",0,0,0,0,"-1,01","-0,40","-3,06",0,0,"1,85"
09.07.2021 07:38:29 UTC,15790946642,Bestellung,303-8393587-4777122,"FBA_B0xpp_code:80042_5""-Ship-Bell","ARSUK Schiffsglocke Türklingel Messing Wand Tür Bahnhofs antik Vintage Entwurfs Garten Glocke für Schulempfang, Abendessen, Shop, Hotelservice, Han",1,amazon.de,Amazon,SKRUV,,36594,MarketplaceFacilitator,"23,52","5,88","4,79","1,20",0,0,0,0,"-7,08","-4,41","-9,98",0,0,"13,92"
09.07.2021 08:03:34 UTC,15790946642,Bestellung,305-7054526-0433914,Fba_Bxpp_ColourMarbels_100pcs,"ARSUK 100 Glasmurmeln, Spielzeug, Deko Kugeln Durchsichtig Klare Glasmurmeln,Dekoration Glasperlen bunt für Zuhause oder Kinder Spiele, Schulgeschenk",1,amazon.de,Amazon,Bad Sülze,,18334,MarketplaceFacilitator,"10,08","1,91",0,0,0,0,0,0,"-1,91","-1,80","-2,52",0,0,"5,76"
09.07.2021 10:33:46 UTC,15790946642,Bestellung,306-6839960-6861122,"SFP_B7xpp_ShipBell_80043_Dia_6""","ARSUK Schiffsglocke Türklingel Messing Wand Tür Bahnhofs Garten Glocke für Schulempfang, Abendessen, Shop, Hotelservice, Dekorationen, Weihnachtsba",1,amazon.de,Verkäufer,Foxrock,Dublin 18,D18A6X7,MarketplaceFacilitator,"26,82","6,17","22,76","5,24",0,0,0,0,"-11,41","-9,15",0,0,0,"40,43"
09.07.2021 10:34:36 UTC,15790946642,Bestellung,303-5393035-4427564,"A4_Shipbell-3""_Code:1328","ARSUK Schiffsglocke Türklingel Messing Wand Tür Bahnhofs Garten Glocke für Schulempfang, Abendessen, Shop, Hotelservice, Dekorationen, Weihnachtsba",1,amazon.de,Verkäufer,Lübeck,Schleswig-Holstein,23570,MarketplaceFacilitator,"15,96","3,03","14,29","2,71",0,0,0,0,"-5,74","-5,40",0,0,0,"24,85"
09.07.2021 10:35:42 UTC,15790946642,Bestellung,302-4548183-0866720,A5xPP_code:18035_BLK-Scraper with 2 Leg,"ARSUK Schuhabstreifer gusseisen, Schuhbürsten, Gartendeko, rostbraun, Schuhzubehör & Pflege (Schaber: Schwarz)",1,amazon.de,Verkäufer,Beilngries,,92339,MarketplaceFacilitator,"30,24","5,75","14,29","2,71",0,0,0,0,"-8,46","-7,95",0,0,0,"36,58"
09.07.2021 14:07:40 UTC,15790946642,Bestellung,303-5685444-2658720,SFP_ARS_GD004_4_Pair_Shoe-Rack,"ARSUK Schuhabstreifer gusseisen, Schuhbürsten, Gartendeko, rostbraun, Schuhzubehör & Pflege (4 Paar Stiefel Zahnstange)",1,amazon.de,Verkäufer,Horn-bad Meinberg,,32805,MarketplaceFacilitator,"32,76","6,23","14,29","2,71",0,0,0,0,"-8,94","-8,40",0,0,0,"38,65"
09.07.2021 14:36:33 UTC,15790946642,Bestellung,302-9248649-5552321,8xpp_code:ARS-HM,ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen,1,amazon.de,Amazon,Thaya,Niederösterreich,3842,MarketplaceFacilitator,"10,92","2,18","1,11","0,22",0,0,"-1,11","-0,22","-2,18","-1,97","-2,52",0,0,"6,43"
09.07.2021 15:22:29 UTC,15790946642,Versand durch Amazon Lagergebühr,,,Versand durch Amazon Lagergebühr,,Amazon.de,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-123,97","-123,97"
09.07.2021 18:31:31 UTC,15790946642,Bestellung,302-4949211-1739514,Fba_CAxpp_Code:ARS-DL-209_Desk-Lamp_GRAY,"ARSUK®Schreibtischlampen, Lampenfüße, Tisch- & Nachttischlampen (Schreibtischlampen, Schreibtischlamp Grau mit 27w Glühlampe)",1,amazon.de,Amazon,Rüdersdorf,Brandenburg,15562,MarketplaceFacilitator,"25,55","4,85",0,0,0,0,0,0,"-4,85","-4,56","-4,77",0,0,"16,22"
09.07.2021 19:46:25 UTC,15790946642,Bestellung,303-8909487-5118725,DE-S&L-TMI-1207-Pink-Scissor,Stoffschere Nähen Scharfe Schere Stoff-Bastelschere zum Einfädeln Kunst Heimwerken Büroarbeit Edelstahl Vintage Storch-Stil Stickschere für Sicher,1,amazon.de,Amazon,Weiz,Steiermark,8160,MarketplaceFacilitator,"3,35","0,67",0,0,0,0,0,0,"-0,67","-0,32","-1,73",0,0,"1,30"
09.07.2021 21:02:46 UTC,15790946642,Bestellung,302-9002202-1781967,Fba_CAxpp_ARS-DL-209_Desk-Lamp_Grey,"ARSUK Schreibtischlampe, Energiesparlampe mit 27w Ersatz Tageslicht Birnen (Schreibtischlampe grau mit 27W lampe)",1,amazon.de,Amazon,Kamenz,,1917,MarketplaceFacilitator,"24,96","4,74",0,0,0,0,0,0,"-4,74","-4,46","-4,77",0,0,"15,73"
09.07.2021 22:26:43 UTC,15790946642,Bestellung,028-8360032-4736311,FBA_6xpp_Mixed-200PCS_(1KG),"ARSUK Kiesel, Granulate, Glassteine, Kieselsteine, Wasserperlen, Glasnuggets, bunt Deko Mosaiksteine, Gerundete Dekorsteine für Vasen und Dekoration",1,amazon.de,Amazon,St.Radegund,,5121,MarketplaceFacilitator,"8,40","1,68",0,0,0,0,0,0,"-1,68","-1,51","-3,99",0,0,"2,90"
09.07.2021 23:15:37 UTC,15790946642,Bestellung,302-7167245-5309168,Fba_CAxpp_Code:ARS-DL-209_Desk-Lamp_GRAY,"ARSUK®Schreibtischlampen, Lampenfüße, Tisch- & Nachttischlampen (Schreibtischlampen, Schreibtischlamp Grau mit 27w Glühlampe)",1,amazon.de,Amazon,Goslar,,38640,MarketplaceFacilitator,"25,62","4,87",0,0,0,0,0,0,"-4,87","-4,57","-4,77",0,0,"16,28"
09.07.2021 23:55:02 UTC,15790946642,Bestellung,302-6425452-4151535,FBA_4PP_10pc_Glow_inthedark_Marbles,"ARSUK 10pcs Large Handmade Flowerish Style Glow in The Dark Punktierte Glasmurmeln, Schutz vor Beschädigungen, Sportspielzeug & Outdoor (10 Stück im",1,amazon.de,Amazon,Ismaning,Bavaria,85737,MarketplaceFacilitator,"8,56","1,63","1,67","0,32",0,0,"-1,67","-0,32","-1,63","-1,53","-2,52",0,0,"4,51"
10.07.2021 01:41:48 UTC,15790946642,Bestellung,305-2955484-0779516,FBA_Speed-loader-90-pellets-TP-4X99,ARSUK Airsoft Plastic 90 Count Round Speed Loader für 6 mm BB-Pellets (90 Runden-Transparent),1,amazon.de,Amazon,Rüthen,,59602,MarketplaceFacilitator,"5,88","1,12",0,0,0,0,0,0,"-1,12","-1,05","-1,88",0,0,"2,95"
10.07.2021 01:42:25 UTC,15790946642,Bestellung,303-0920535-4610702,7xPP_Coloured_Marbel_200pc,"ARSUK Cat's Eye Farbiger Glasmarmor läuft, kommt in Einer Tasche, Schutz vor Beschädigung, Sportspielzeug & Outdoor-Spiele (200 Stück Farbe Marmor)",1,amazon.de,Amazon,Mils,,6068,MarketplaceFacilitator,"9,24","1,85",0,0,0,0,0,0,"-1,85","-1,66","-3,99",0,0,"3,59"
